sample	celltype	frequency	proportion
MB-0449	Myofibroblasts	190	0.194672131147541
MB-0451	Myofibroblasts	168	0.184008762322015
MB-0453	Myofibroblasts	145	0.165903890160183
MB-0454	Myofibroblasts	11	0.00920502092050209
MB-0455	Myofibroblasts	21	0.0191082802547771
MB-0458	Myofibroblasts	31	0.0698198198198198
MB-0459	Myofibroblasts	82	0.0648221343873518
MB-0460	Myofibroblasts	65	0.268595041322314
MB-0462	Myofibroblasts	17	0.0456989247311828
MB-0464	Myofibroblasts	2	0.0114285714285714
MB-0465	Myofibroblasts	174	0.103509815585961
MB-0467	Myofibroblasts	72	0.0812641083521445
MB-0468	Myofibroblasts	42	0.124629080118694
MB-0470	Myofibroblasts	238	0.256742179072276
MB-0471	Myofibroblasts	0	0
MB-0475	Myofibroblasts	36	0.0206659012629162
MB-0476	Myofibroblasts	224	0.187604690117253
MB-0478	Myofibroblasts	2	0.0645161290322581
MB-0479	Myofibroblasts	90	0.197802197802198
MB-0480	Myofibroblasts	39	0.0657672849915683
MB-0481	Myofibroblasts	134	0.0795252225519288
MB-0482	Myofibroblasts	143	0.144298688193744
MB-0483	Myofibroblasts	74	0.0710854947166186
MB-0484	Myofibroblasts	333	0.228865979381443
MB-0485	Myofibroblasts	33	0.0253456221198157
MB-0486	Myofibroblasts	65	0.0311302681992337
MB-0487	Myofibroblasts	302	0.312306101344364
MB-0488	Myofibroblasts	222	0.159712230215827
MB-0490	Myofibroblasts	214	0.164236377590177
MB-0491	Myofibroblasts	582	0.381389252948886
MB-0492	Myofibroblasts	132	0.12043795620438
MB-0494	Myofibroblasts	78	0.0504527813712807
MB-0495	Myofibroblasts	132	0.117647058823529
MB-0496	Myofibroblasts	2	0.0198019801980198
MB-0501	Myofibroblasts	56	0.0181523500810373
MB-0502	Myofibroblasts	221	0.172118380062305
MB-0503	Myofibroblasts	25	0.0352609308885755
MB-0504	Myofibroblasts	112	0.248337028824834
MB-0505	Myofibroblasts	74	0.177458033573141
MB-0508	Myofibroblasts	244	0.199021207177814
MB-0511	Myofibroblasts	160	0.23021582733813
MB-0512	Myofibroblasts	1	0.00354609929078014
MB-0513	Myofibroblasts	118	0.0508840017248814
MB-0516	Myofibroblasts	82	0.0755064456721915
MB-0519	Myofibroblasts	40	0.0377714825306893
MB-0521	Myofibroblasts	137	0.113598673300166
MB-0524	Myofibroblasts	31	0.202614379084967
MB-0525	Myofibroblasts	532	0.395245170876672
MB-0526	Myofibroblasts	38	0.0228777844671884
MB-0527	Myofibroblasts	89	0.0410706045223812
MB-0528	Myofibroblasts	44	0.038630377524144
MB-0529	Myofibroblasts	194	0.266850068775791
MB-0531	Myofibroblasts	103	0.169686985172982
MB-0532	Myofibroblasts	159	0.143372407574391
MB-0536	Myofibroblasts	138	0.134897360703812
MB-0537	Myofibroblasts	159	0.143243243243243
MB-0538	Myofibroblasts	235	0.115309126594701
MB-0542	Myofibroblasts	139	0.0869293308317699
MB-0543	Myofibroblasts	76	0.0881670533642691
MB-0544	Myofibroblasts	42	0.0282068502350571
MB-0545	Myofibroblasts	55	0.068922305764411
MB-0547	Myofibroblasts	11	0.0170015455950541
MB-0549	Myofibroblasts	340	0.263770364623739
MB-0552	Myofibroblasts	57	0.0531716417910448
MB-0553	Myofibroblasts	85	0.114093959731544
MB-0554	Myofibroblasts	3	0.0217391304347826
MB-0558	Myofibroblasts	5	0.0746268656716418
MB-0568	Myofibroblasts	167	0.141405588484335
MB-0569	Myofibroblasts	55	0.0593952483801296
MB-0570	Myofibroblasts	1	0.000647668393782383
MB-0571	Myofibroblasts	58	0.0851688693098385
MB-0573	Myofibroblasts	12	0.017910447761194
MB-0574	Myofibroblasts	241	0.175272727272727
MB-0575	Myofibroblasts	140	0.0772626931567329
MB-0576	Myofibroblasts	16	0.0122324159021407
MB-0577	Myofibroblasts	0	0
MB-0578	Myofibroblasts	234	0.145885286783042
MB-0579	Myofibroblasts	110	0.0615556799104645
MB-0580	Myofibroblasts	371	0.227328431372549
MB-0581	Myofibroblasts	260	0.156815440289505
MB-0582	Myofibroblasts	10	0.00558347292015634
MB-0583	Myofibroblasts	556	0.262511803588291
MB-0584	Myofibroblasts	55	0.0510204081632653
MB-0585	Myofibroblasts	6	0.00923076923076923
MB-0586	Myofibroblasts	154	0.0932768019382193
MB-0587	Myofibroblasts	16	0.228571428571429
MB-0588	Myofibroblasts	142	0.111635220125786
MB-0589	Myofibroblasts	289	0.232689210950081
MB-0590	Myofibroblasts	12	0.0154440154440154
MB-0591	Myofibroblasts	43	0.0424063116370809
MB-0593	Myofibroblasts	5	0.010752688172043
MB-0594	Myofibroblasts	17	0.0125646711012565
MB-0596	Myofibroblasts	194	0.115544967242406
MB-0597	Myofibroblasts	175	0.195094760312152
MB-0598	Myofibroblasts	338	0.292894280762565
MB-0599	Myofibroblasts	434	0.302861130495464
MB-0600	Myofibroblasts	166	0.111709286675639
MB-0601	Myofibroblasts	70	0.0828402366863905
MB-0603	Myofibroblasts	93	0.113276492082826
MB-0605	Myofibroblasts	63	0.079746835443038
MB-0607	Myofibroblasts	184	0.139077853363568
MB-0608	Myofibroblasts	214	0.143913920645595
MB-0609	Myofibroblasts	404	0.175805047867711
MB-0610	Myofibroblasts	125	0.0981932443047918
MB-0611	Myofibroblasts	112	0.254545454545455
MB-0613	Myofibroblasts	57	0.0473029045643154
MB-0614	Myofibroblasts	135	0.180722891566265
MB-0616	Myofibroblasts	139	0.20203488372093
MB-0618	Myofibroblasts	8	0.173913043478261
MB-0620	Myofibroblasts	81	0.0615501519756839
MB-0621	Myofibroblasts	623	0.537068965517241
MB-0623	Myofibroblasts	70	0.210843373493976
MB-0624	Myofibroblasts	135	0.40785498489426
MB-0626	Myofibroblasts	129	0.0963405526512323
MB-0628	Myofibroblasts	246	0.142196531791908
MB-0630	Myofibroblasts	26	0.195488721804511
MB-0631	Myofibroblasts	144	0.185806451612903
MB-0634	Myofibroblasts	19	0.202127659574468
MB-0635	Myofibroblasts	115	0.13755980861244
MB-0636	Myofibroblasts	51	0.0973282442748092
MB-0637	Myofibroblasts	157	0.140178571428571
MB-0638	Myofibroblasts	46	0.109004739336493
MB-0641	Myofibroblasts	102	0.129936305732484
MB-0642	Myofibroblasts	76	0.0605577689243028
MB-0643	Myofibroblasts	64	0.0557977332170881
MB-0644	Myofibroblasts	411	0.313262195121951
MB-0646	Myofibroblasts	66	0.041851616994293
MB-0652	Myofibroblasts	341	0.442857142857143
MB-0653	Myofibroblasts	31	0.032563025210084
MB-0654	Myofibroblasts	9	0.0957446808510638
MB-0657	Myofibroblasts	53	0.0664160401002506
MB-0658	Myofibroblasts	17	0.0349794238683128
MB-0659	Myofibroblasts	230	0.351681957186544
MB-0660	Myofibroblasts	211	0.198494825964252
MB-0661	Myofibroblasts	212	0.13650998068255
MB-0662	Myofibroblasts	72	0.0581583198707593
MB-0664	Myofibroblasts	34	0.0245133381398702
MB-0666	Myofibroblasts	126	0.117537313432836
MB-0869	Myofibroblasts	214	0.116430903155604
MB-0872	Myofibroblasts	37	0.0780590717299578
MB-0874	Myofibroblasts	192	0.265193370165746
MB-0877	Myofibroblasts	68	0.0579710144927536
MB-0880	Myofibroblasts	10	0.117647058823529
MB-0882	Myofibroblasts	139	0.104668674698795
MB-0884	Myofibroblasts	44	0.0433925049309665
MB-0891	Myofibroblasts	76	0.140740740740741
MB-0893	Myofibroblasts	74	0.0562737642585551
MB-0895	Myofibroblasts	105	0.272727272727273
MB-0899	Myofibroblasts	456	0.416058394160584
MB-0901	Myofibroblasts	86	0.0529230769230769
MB-0904	Myofibroblasts	154	0.195928753180662
MB-0906	Myofibroblasts	101	0.134666666666667
MB-0020	T cells	8	0.0457142857142857
MB-0081	T cells	805	0.272788885123687
MB-0114	T cells	68	0.0888888888888889
MB-0117	T cells	15	0.0102669404517454
MB-0120	T cells	58	0.0749354005167959
MB-0121	T cells	29	0.0360248447204969
MB-0122	T cells	19	0.02
MB-0123	T cells	5	0.00362844702467344
MB-0124	T cells	52	0.0490566037735849
MB-0126	T cells	88	0.0721903199343724
MB-0128	T cells	179	0.178109452736318
MB-0130	T cells	0	0
MB-0131	T cells	191	0.114508393285372
MB-0133	T cells	1	0.0227272727272727
MB-0135	T cells	2	0.00134589502018843
MB-0136	T cells	61	0.0370145631067961
MB-0138	T cells	7	0.00919842312746386
MB-0139	T cells	9	0.0189075630252101
MB-0140	T cells	16	0.00919540229885057
MB-0142	T cells	0	0
MB-0143	T cells	57	0.0434120335110434
MB-0144	T cells	15	0.0166666666666667
MB-0145	T cells	154	0.156822810590631
MB-0150	T cells	83	0.0689941812136326
MB-0151	T cells	567	0.49304347826087
MB-0152	T cells	12	0.0952380952380952
MB-0153	T cells	7	0.00726895119418484
MB-0154	T cells	4	0.00706713780918728
MB-0158	T cells	0	0
MB-0162	T cells	6	0.0705882352941176
MB-0163	T cells	42	0.0292275574112735
MB-0164	T cells	25	0.0599520383693046
MB-0165	T cells	76	0.0654044750430293
MB-0166	T cells	10	0.0193423597678917
MB-0167	T cells	10	0.00600240096038415
MB-0168	T cells	36	0.043956043956044
MB-0169	T cells	1	0.00289855072463768
MB-0170	T cells	251	0.217692974848222
MB-0173	T cells	9	0.0491803278688525
MB-0174	T cells	6	0.00628930817610063
MB-0175	T cells	5	0.00499001996007984
MB-0176	T cells	12	0.0102127659574468
MB-0177	T cells	1	0.00158730158730159
MB-0178	T cells	43	0.0369733447979364
MB-0179	T cells	42	0.0267686424474187
MB-0180	T cells	15	0.0120288692862871
MB-0181	T cells	8	0.00618716163959783
MB-0184	T cells	22	0.00639906922629436
MB-0185	T cells	67	0.0700836820083682
MB-0188	T cells	21	0.0209163346613546
MB-0189	T cells	0	0
MB-0191	T cells	14	0.0103780578206079
MB-0192	T cells	6	0.00742574257425743
MB-0193	T cells	16	0.0655737704918033
MB-0194	T cells	7	0.00591216216216216
MB-0197	T cells	36	0.17910447761194
MB-0198	T cells	22	0.0165041260315079
MB-0199	T cells	116	0.0946166394779772
MB-0200	T cells	94	0.0815264527320035
MB-0201	T cells	2	0.00344827586206897
MB-0202	T cells	15	0.0119712689545092
MB-0203	T cells	94	0.0570734669095325
MB-0204	T cells	10	0.0432900432900433
MB-0205	T cells	72	0.182741116751269
MB-0206	T cells	172	0.133852140077821
MB-0214	T cells	12	0.0560747663551402
MB-0218	T cells	29	0.0297131147540984
MB-0220	T cells	3	0.00483870967741936
MB-0221	T cells	85	0.0402843601895735
MB-0222	T cells	86	0.0765124555160142
MB-0223	T cells	31	0.0408432147562582
MB-0224	T cells	20	0.0352112676056338
MB-0225	T cells	9	0.00868725868725869
MB-0227	T cells	6	0.00442151805453206
MB-0228	T cells	2	0.0377358490566038
MB-0232	T cells	4	0.00472255017709563
MB-0233	T cells	10	0.02710027100271
MB-0235	T cells	2	0.00142348754448399
MB-0236	T cells	11	0.0121278941565601
MB-0238	T cells	427	0.241106719367589
MB-0239	T cells	118	0.222222222222222
MB-0241	T cells	1	0.00206611570247934
MB-0242	T cells	13	0.0530612244897959
MB-0243	T cells	3	0.00230769230769231
MB-0244	T cells	34	0.181818181818182
MB-0245	T cells	12	0.0093603744149766
MB-0248	T cells	0	0
MB-0249	T cells	4	0.00843881856540084
MB-0258	T cells	19	0.0380761523046092
MB-0259	T cells	22	0.0285343709468223
MB-0260	T cells	123	0.121062992125984
MB-0262	T cells	11	0.0088
MB-0263	T cells	0	0
MB-0264	T cells	1	0.00182481751824818
MB-0265	T cells	1	0.0212765957446809
MB-0268	T cells	1	0.00157977883096367
MB-0269	T cells	19	0.0183220829315333
MB-0272	T cells	19	0.0146379044684129
MB-0273	T cells	0	0
MB-0275	T cells	1	0.00239234449760766
MB-0278	T cells	41	0.0480093676814988
MB-0279	T cells	65	0.0494296577946768
MB-0280	T cells	5	0.00880281690140845
MB-0283	T cells	149	0.0746119178768152
MB-0285	T cells	7	0.00468854655056932
MB-0286	T cells	1	0.00324675324675325
MB-0287	T cells	1	0.00116144018583043
MB-0288	T cells	4	0.018957345971564
MB-0289	T cells	239	0.295792079207921
MB-0291	T cells	1	0.000732064421669107
MB-0292	T cells	5	0.00542299349240781
MB-0294	T cells	5	0.00810372771474878
MB-0301	T cells	4	0.00374882849109653
MB-0302	T cells	5	0.05
MB-0304	T cells	5	0.00348918353105373
MB-0305	T cells	8	0.00642054574638844
MB-0307	T cells	117	0.09140625
MB-0308	T cells	4	0.003584229390681
MB-0309	T cells	3	0.00311526479750779
MB-0311	T cells	0	0
MB-0312	T cells	0	0
MB-0314	T cells	9	0.00552147239263804
MB-0316	T cells	65	0.068205666316894
MB-0318	T cells	6	0.00434782608695652
MB-0319	T cells	6	0.00521739130434783
MB-0320	T cells	9	0.0106257378984652
MB-0321	T cells	25	0.0139899272523783
MB-0322	T cells	24	0.0139778683750728
MB-0324	T cells	17	0.0134175217048145
MB-0325	T cells	3	0.00292682926829268
MB-0333	T cells	222	0.191214470284238
MB-0336	T cells	1	0.00113122171945701
MB-0339	T cells	2	0.00168208578637511
MB-0340	T cells	8	0.00393120393120393
MB-0342	T cells	45	0.122615803814714
MB-0343	T cells	29	0.0249569707401033
MB-0344	T cells	8	0.0125195618153365
MB-0345	T cells	33	0.040590405904059
MB-0347	T cells	152	0.15605749486653
MB-0349	T cells	36	0.0522496371552975
MB-0350	T cells	0	0
MB-0351	T cells	0	0
MB-0353	T cells	18	0.0206659012629162
MB-0354	T cells	32	0.072562358276644
MB-0356	T cells	0	0
MB-0359	T cells	245	0.351506456241033
MB-0360	T cells	69	0.0540328895849648
MB-0361	T cells	0	0
MB-0362	T cells	2	0.00232828870779977
MB-0363	T cells	60	0.0332042058660764
MB-0364	T cells	8	0.0169851380042463
MB-0365	T cells	6	0.0521739130434783
MB-0366	T cells	4	0.00295420974889217
MB-0367	T cells	20	0.027027027027027
MB-0369	T cells	14	0.00923482849604222
MB-0370	T cells	0	0
MB-0375	T cells	253	0.188524590163934
MB-0377	T cells	90	0.087719298245614
MB-0378	T cells	10	0.0172413793103448
MB-0379	T cells	2	0.00163398692810458
MB-0380	T cells	46	0.0386230058774139
MB-0382	T cells	12	0.0324324324324324
MB-0383	T cells	0	0
MB-0384	T cells	1	0.000846740050804403
MB-0385	T cells	26	0.024928092042186
MB-0386	T cells	0	0
MB-0388	T cells	58	0.0739795918367347
MB-0389	T cells	17	0.0113182423435419
MB-0390	T cells	1	0.0010515247108307
MB-0392	T cells	7	0.0376344086021505
MB-0393	T cells	108	0.0914479254868755
MB-0394	T cells	25	0.0110424028268551
MB-0395	T cells	2	0.00263852242744063
MB-0396	T cells	71	0.0588723051409619
MB-0397	T cells	20	0.0156862745098039
MB-0398	T cells	54	0.0763790664780764
MB-0399	T cells	13	0.0157384987893462
MB-0400	T cells	35	0.0307557117750439
MB-0401	T cells	0	0
MB-0404	T cells	27	0.045
MB-0405	T cells	5	0.00462107208872458
MB-0406	T cells	38	0.123778501628664
MB-0408	T cells	42	0.0363636363636364
MB-0410	T cells	28	0.0246045694200351
MB-0412	T cells	37	0.0402611534276387
MB-0413	T cells	229	0.124119241192412
MB-0414	T cells	85	0.0471436494731004
MB-0417	T cells	0	0
MB-0418	T cells	0	0
MB-0419	T cells	0	0
MB-0420	T cells	1	0.0018796992481203
MB-0421	T cells	8	0.01
MB-0422	T cells	7	0.00782997762863535
MB-0423	T cells	37	0.0450669914738124
MB-0425	T cells	0	0
MB-0426	T cells	1	0.000748502994011976
MB-0427	T cells	119	0.147459727385378
MB-0429	T cells	60	0.0308800823468863
MB-0431	T cells	17	0.0272873194221509
MB-0432	T cells	14	0.0374331550802139
MB-0434	T cells	186	0.151465798045603
MB-0438	T cells	87	0.104693140794224
MB-0439	T cells	1	0.000765110941086458
MB-0440	T cells	1	0.00120481927710843
MB-0442	T cells	8	0.00571428571428571
MB-0443	T cells	62	0.0663101604278075
MB-0444	T cells	20	0.037243947858473
MB-0445	T cells	7	0.00511695906432749
MB-0446	T cells	25	0.0245579567779961
MB-0448	T cells	20	0.0212314225053079
MB-0449	T cells	1	0.00102459016393443
MB-0451	T cells	29	0.031763417305586
MB-0453	T cells	2	0.0022883295194508
MB-0454	T cells	1	0.000836820083682008
MB-0455	T cells	558	0.507734303912648
MB-0458	T cells	37	0.0833333333333333
MB-0459	T cells	5	0.00395256916996047
MB-0460	T cells	4	0.0165289256198347
MB-0462	T cells	135	0.362903225806452
MB-0464	T cells	0	0
MB-0465	T cells	6	0.00356930398572278
MB-0467	T cells	2	0.00225733634311512
MB-0468	T cells	4	0.0118694362017804
MB-0470	T cells	40	0.0431499460625674
MB-0471	T cells	1	0.142857142857143
MB-0475	T cells	18	0.0103329506314581
MB-0476	T cells	351	0.293969849246231
MB-0478	T cells	0	0
MB-0479	T cells	10	0.021978021978022
MB-0480	T cells	26	0.0438448566610455
MB-0481	T cells	3	0.00178041543026706
MB-0482	T cells	22	0.0221997981836529
MB-0483	T cells	112	0.107588856868396
MB-0484	T cells	2	0.0013745704467354
MB-0485	T cells	325	0.249615975422427
MB-0486	T cells	50	0.0239463601532567
MB-0487	T cells	4	0.00413650465356774
MB-0488	T cells	1	0.000719424460431655
MB-0490	T cells	2	0.00153491941673062
MB-0491	T cells	14	0.00917431192660551
MB-0492	T cells	41	0.0374087591240876
MB-0494	T cells	164	0.10608020698577
MB-0495	T cells	4	0.0035650623885918
MB-0496	T cells	0	0
MB-0501	T cells	0	0
MB-0502	T cells	30	0.0233644859813084
MB-0503	T cells	6	0.00846262341325811
MB-0504	T cells	0	0
MB-0505	T cells	25	0.0599520383693046
MB-0508	T cells	123	0.100326264274062
MB-0511	T cells	1	0.00143884892086331
MB-0512	T cells	0	0
MB-0513	T cells	11	0.00474342388960759
MB-0516	T cells	9	0.00828729281767956
MB-0519	T cells	116	0.109537299338999
MB-0521	T cells	227	0.188225538971808
MB-0524	T cells	10	0.065359477124183
MB-0525	T cells	47	0.0349182763744428
MB-0526	T cells	0	0
MB-0527	T cells	32	0.0147669589293955
MB-0528	T cells	117	0.102721685689201
MB-0529	T cells	5	0.00687757909215956
MB-0531	T cells	15	0.0247116968698517
MB-0532	T cells	18	0.0162308385933273
MB-0536	T cells	6	0.00586510263929619
MB-0537	T cells	1	0.000900900900900901
MB-0538	T cells	85	0.0417075564278705
MB-0542	T cells	280	0.175109443402126
MB-0543	T cells	12	0.0139211136890951
MB-0544	T cells	1	0.000671591672263264
MB-0545	T cells	1	0.0012531328320802
MB-0547	T cells	9	0.0139103554868624
MB-0549	T cells	8	0.00620636152055857
MB-0552	T cells	358	0.333955223880597
MB-0553	T cells	181	0.242953020134228
MB-0554	T cells	18	0.130434782608696
MB-0558	T cells	9	0.134328358208955
MB-0568	T cells	49	0.0414902624894158
MB-0569	T cells	10	0.0107991360691145
MB-0570	T cells	20	0.0129533678756477
MB-0571	T cells	5	0.00734214390602056
MB-0573	T cells	2	0.00298507462686567
MB-0574	T cells	77	0.056
MB-0575	T cells	38	0.0209713024282561
MB-0576	T cells	1	0.000764525993883792
MB-0577	T cells	0	0
MB-0578	T cells	39	0.0243142144638404
MB-0579	T cells	12	0.00671516508114158
MB-0580	T cells	166	0.10171568627451
MB-0581	T cells	11	0.00663449939686369
MB-0582	T cells	16	0.00893355667225014
MB-0583	T cells	29	0.0136921624173749
MB-0584	T cells	7	0.00649350649350649
MB-0585	T cells	13	0.02
MB-0586	T cells	251	0.152029073288916
MB-0587	T cells	3	0.0428571428571429
MB-0588	T cells	286	0.224842767295597
MB-0589	T cells	161	0.12962962962963
MB-0590	T cells	5	0.00643500643500643
MB-0591	T cells	7	0.00690335305719921
MB-0593	T cells	44	0.0946236559139785
MB-0594	T cells	11	0.00813008130081301
MB-0596	T cells	18	0.0107206670637284
MB-0597	T cells	0	0
MB-0598	T cells	165	0.142980935875217
MB-0599	T cells	3	0.00209351011863224
MB-0600	T cells	18	0.0121130551816958
MB-0601	T cells	23	0.0272189349112426
MB-0603	T cells	0	0
MB-0605	T cells	25	0.0316455696202532
MB-0607	T cells	427	0.322751322751323
MB-0608	T cells	183	0.123066577000673
MB-0609	T cells	321	0.139686684073107
MB-0610	T cells	301	0.236449332285939
MB-0611	T cells	16	0.0363636363636364
MB-0613	T cells	46	0.0381742738589212
MB-0614	T cells	4	0.00535475234270415
MB-0616	T cells	20	0.0290697674418605
MB-0618	T cells	7	0.152173913043478
MB-0620	T cells	335	0.254559270516717
MB-0621	T cells	0	0
MB-0623	T cells	3	0.00903614457831325
MB-0624	T cells	11	0.0332326283987915
MB-0626	T cells	113	0.0843913368185213
MB-0628	T cells	10	0.00578034682080925
MB-0630	T cells	3	0.0225563909774436
MB-0631	T cells	99	0.127741935483871
MB-0634	T cells	4	0.0425531914893617
MB-0635	T cells	6	0.00717703349282297
MB-0636	T cells	10	0.0190839694656489
MB-0637	T cells	253	0.225892857142857
MB-0638	T cells	7	0.0165876777251185
MB-0641	T cells	33	0.0420382165605096
MB-0642	T cells	1	0.000796812749003984
MB-0643	T cells	100	0.0871839581517001
MB-0644	T cells	8	0.00609756097560976
MB-0646	T cells	154	0.0976537729866836
MB-0652	T cells	75	0.0974025974025974
MB-0653	T cells	12	0.0126050420168067
MB-0654	T cells	5	0.0531914893617021
MB-0657	T cells	45	0.056390977443609
MB-0658	T cells	53	0.109053497942387
MB-0659	T cells	1	0.00152905198776758
MB-0660	T cells	10	0.00940733772342427
MB-0661	T cells	39	0.0251126851255634
MB-0662	T cells	539	0.435379644588045
MB-0664	T cells	47	0.033886085075703
MB-0666	T cells	70	0.0652985074626866
MB-0869	T cells	23	0.0125136017410229
MB-0872	T cells	2	0.00421940928270042
MB-0874	T cells	145	0.200276243093923
MB-0877	T cells	5	0.00426257459505541
MB-0880	T cells	0	0
MB-0882	T cells	4	0.00301204819277108
MB-0884	T cells	3	0.0029585798816568
MB-0891	T cells	6	0.0111111111111111
MB-0893	T cells	11	0.00836501901140684
MB-0895	T cells	31	0.0805194805194805
MB-0899	T cells	21	0.0191605839416058
MB-0901	T cells	94	0.0578461538461538
MB-0904	T cells	1	0.00127226463104326
MB-0906	T cells	26	0.0346666666666667
MB-0020	Vascular SMA+	3	0.0171428571428571
MB-0081	Vascular SMA+	6	0.00203320908166723
MB-0114	Vascular SMA+	10	0.0130718954248366
MB-0117	Vascular SMA+	11	0.00752908966461328
MB-0120	Vascular SMA+	0	0
MB-0121	Vascular SMA+	14	0.0173913043478261
MB-0122	Vascular SMA+	21	0.0221052631578947
MB-0123	Vascular SMA+	17	0.0123367198838897
MB-0124	Vascular SMA+	0	0
MB-0126	Vascular SMA+	21	0.0172272354388843
MB-0128	Vascular SMA+	2	0.00199004975124378
MB-0130	Vascular SMA+	6	0.00689655172413793
MB-0131	Vascular SMA+	1	0.000599520383693046
MB-0133	Vascular SMA+	0	0
MB-0135	Vascular SMA+	1	0.000672947510094213
MB-0136	Vascular SMA+	16	0.00970873786407767
MB-0138	Vascular SMA+	18	0.0236530880420499
MB-0139	Vascular SMA+	5	0.0105042016806723
MB-0140	Vascular SMA+	0	0
MB-0142	Vascular SMA+	3	0.00403225806451613
MB-0143	Vascular SMA+	2	0.00152322924600152
MB-0144	Vascular SMA+	6	0.00666666666666667
MB-0145	Vascular SMA+	0	0
MB-0150	Vascular SMA+	0	0
MB-0151	Vascular SMA+	2	0.00173913043478261
MB-0152	Vascular SMA+	1	0.00793650793650794
MB-0153	Vascular SMA+	23	0.023883696780893
MB-0154	Vascular SMA+	0	0
MB-0158	Vascular SMA+	0	0
MB-0162	Vascular SMA+	0	0
MB-0163	Vascular SMA+	4	0.00278357689631176
MB-0164	Vascular SMA+	3	0.00719424460431655
MB-0165	Vascular SMA+	2	0.00172117039586919
MB-0166	Vascular SMA+	10	0.0193423597678917
MB-0167	Vascular SMA+	0	0
MB-0168	Vascular SMA+	5	0.00610500610500611
MB-0169	Vascular SMA+	7	0.0202898550724638
MB-0170	Vascular SMA+	2	0.00173460537727667
MB-0173	Vascular SMA+	0	0
MB-0174	Vascular SMA+	2	0.00209643605870021
MB-0175	Vascular SMA+	1	0.000998003992015968
MB-0176	Vascular SMA+	0	0
MB-0177	Vascular SMA+	0	0
MB-0178	Vascular SMA+	1	0.000859845227858985
MB-0179	Vascular SMA+	31	0.0197578075207138
MB-0180	Vascular SMA+	7	0.00561347233360064
MB-0181	Vascular SMA+	16	0.0123743232791957
MB-0184	Vascular SMA+	1	0.00029086678301338
MB-0185	Vascular SMA+	0	0
MB-0188	Vascular SMA+	1	0.00099601593625498
MB-0189	Vascular SMA+	73	0.0801317233809001
MB-0191	Vascular SMA+	0	0
MB-0192	Vascular SMA+	5	0.00618811881188119
MB-0193	Vascular SMA+	1	0.00409836065573771
MB-0194	Vascular SMA+	14	0.0118243243243243
MB-0197	Vascular SMA+	0	0
MB-0198	Vascular SMA+	15	0.0112528132033008
MB-0199	Vascular SMA+	1	0.000815660685154976
MB-0200	Vascular SMA+	0	0
MB-0201	Vascular SMA+	15	0.0258620689655172
MB-0202	Vascular SMA+	2	0.00159616919393456
MB-0203	Vascular SMA+	1	0.000607164541590771
MB-0204	Vascular SMA+	0	0
MB-0205	Vascular SMA+	0	0
MB-0206	Vascular SMA+	1	0.000778210116731518
MB-0214	Vascular SMA+	4	0.0186915887850467
MB-0218	Vascular SMA+	13	0.0133196721311475
MB-0220	Vascular SMA+	0	0
MB-0221	Vascular SMA+	6	0.0028436018957346
MB-0222	Vascular SMA+	39	0.0346975088967972
MB-0223	Vascular SMA+	21	0.0276679841897233
MB-0224	Vascular SMA+	1	0.00176056338028169
MB-0225	Vascular SMA+	30	0.028957528957529
MB-0227	Vascular SMA+	17	0.0125276344878408
MB-0228	Vascular SMA+	0	0
MB-0232	Vascular SMA+	0	0
MB-0233	Vascular SMA+	3	0.00813008130081301
MB-0235	Vascular SMA+	10	0.00711743772241993
MB-0236	Vascular SMA+	4	0.00441014332965821
MB-0238	Vascular SMA+	0	0
MB-0239	Vascular SMA+	3	0.00564971751412429
MB-0241	Vascular SMA+	11	0.0227272727272727
MB-0242	Vascular SMA+	0	0
MB-0243	Vascular SMA+	27	0.0207692307692308
MB-0244	Vascular SMA+	0	0
MB-0245	Vascular SMA+	1	0.00078003120124805
MB-0248	Vascular SMA+	0	0
MB-0249	Vascular SMA+	10	0.0210970464135021
MB-0258	Vascular SMA+	0	0
MB-0259	Vascular SMA+	2	0.00259403372243839
MB-0260	Vascular SMA+	3	0.00295275590551181
MB-0262	Vascular SMA+	5	0.004
MB-0263	Vascular SMA+	244	0.32317880794702
MB-0264	Vascular SMA+	0	0
MB-0265	Vascular SMA+	0	0
MB-0268	Vascular SMA+	0	0
MB-0269	Vascular SMA+	31	0.029893924783028
MB-0272	Vascular SMA+	0	0
MB-0273	Vascular SMA+	0	0
MB-0275	Vascular SMA+	2	0.00478468899521531
MB-0278	Vascular SMA+	14	0.0163934426229508
MB-0279	Vascular SMA+	15	0.0114068441064639
MB-0280	Vascular SMA+	3	0.00528169014084507
MB-0283	Vascular SMA+	0	0
MB-0285	Vascular SMA+	21	0.014065639651708
MB-0286	Vascular SMA+	6	0.0194805194805195
MB-0287	Vascular SMA+	1	0.00116144018583043
MB-0288	Vascular SMA+	1	0.004739336492891
MB-0289	Vascular SMA+	3	0.00371287128712871
MB-0291	Vascular SMA+	4	0.00292825768667643
MB-0292	Vascular SMA+	12	0.0130151843817787
MB-0294	Vascular SMA+	0	0
MB-0301	Vascular SMA+	18	0.0168697282099344
MB-0302	Vascular SMA+	4	0.04
MB-0304	Vascular SMA+	0	0
MB-0305	Vascular SMA+	0	0
MB-0307	Vascular SMA+	1	0.00078125
MB-0308	Vascular SMA+	11	0.00985663082437276
MB-0309	Vascular SMA+	2	0.00207684319833853
MB-0311	Vascular SMA+	4	0.00824742268041237
